time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,speed_m_s,ax_m_s2,ay_m_s2,az_m_s2,a_mag_m_s2
0.000000,0.000000,0.000000,500.000000,190.512991,0.000000,49.813722,196.917766,-17.985808,0.000000,-14.509777,23.108936
0.017903,3.407928,0.000000,500.889505,190.191413,0.000000,49.554209,196.541073,-17.938077,0.000000,-14.480750,23.053562
0.035807,6.810107,0.000000,501.774369,189.870689,0.000000,49.295215,196.165483,-17.890470,0.000000,-14.451817,22.998346
0.053710,10.206551,0.000000,502.654601,189.550816,0.000000,49.036739,195.790995,-17.842989,0.000000,-14.422976,22.943289
0.071613,13.597276,0.000000,503.530210,189.231792,0.000000,48.778777,195.417605,-17.795634,0.000000,-14.394227,22.888389
0.089516,16.982297,0.000000,504.401205,188.913615,0.000000,48.521330,195.045311,-17.748404,0.000000,-14.365571,22.833648
0.107420,20.361629,0.000000,505.267595,188.596282,0.000000,48.264395,194.674111,-17.701300,0.000000,-14.337007,22.779065
0.125323,23.735288,0.000000,506.129390,188.279791,0.000000,48.007971,194.304001,-17.654321,0.000000,-14.308535,22.724639
0.143226,27.103287,0.000000,506.986599,187.964140,0.000000,47.752055,193.934981,-17.607468,0.000000,-14.280155,22.670372
0.161130,30.465643,0.000000,507.839230,187.649327,0.000000,47.496647,193.567047,-17.560740,0.000000,-14.251867,22.616262
0.179033,33.822371,0.000000,508.687294,187.335350,0.000000,47.241744,193.200196,-17.514139,0.000000,-14.223670,22.562310
0.196936,37.173484,0.000000,509.530798,187.022205,0.000000,46.987345,192.834426,-17.467663,0.000000,-14.195565,22.508516
0.214839,40.518999,0.000000,510.369752,186.709892,0.000000,46.733449,192.469735,-17.421313,0.000000,-14.167551,22.454880
0.232743,43.858930,0.000000,511.204165,186.398407,0.000000,46.480053,192.106121,-17.375088,0.000000,-14.139628,22.401402
0.250646,47.193291,0.000000,512.034046,186.087749,0.000000,46.227157,191.743580,-17.328990,0.000000,-14.111797,22.348081
0.268549,50.522098,0.000000,512.859404,185.777915,0.000000,45.974758,191.382110,-17.283018,0.000000,-14.084056,22.294917
0.286453,53.845366,0.000000,513.680248,185.468903,0.000000,45.722855,191.021709,-17.237171,0.000000,-14.056406,22.241911
0.304356,57.163108,0.000000,514.496586,185.160710,0.000000,45.471446,190.662374,-17.191450,0.000000,-14.028846,22.189062
0.322259,60.475340,0.000000,515.308427,184.853335,0.000000,45.220529,190.304103,-17.145855,0.000000,-14.001377,22.136371
0.340162,63.782076,0.000000,516.115780,184.546775,0.000000,44.970104,189.946894,-17.100386,0.000000,-13.973998,22.083836
0.358066,67.083331,0.000000,516.918655,184.241028,0.000000,44.720168,189.590743,-17.055043,0.000000,-13.946710,22.031459
0.375969,70.379120,0.000000,517.717059,183.936092,0.000000,44.470720,189.235649,-17.009825,0.000000,-13.919511,21.979239
0.393872,73.669456,0.000000,518.511002,183.631964,0.000000,44.221757,188.881608,-16.964733,0.000000,-13.892402,21.927175
0.411776,76.954355,0.000000,519.300491,183.328642,0.000000,43.973280,188.528620,-16.919767,0.000000,-13.865382,21.875268
0.429679,80.233831,0.000000,520.085537,183.026124,0.000000,43.725285,188.176680,-16.874927,0.000000,-13.838452,21.823517
0.447582,83.507897,0.000000,520.866147,182.724408,0.000000,43.477772,187.825786,-16.830213,0.000000,-13.811611,21.771923
0.465485,86.776569,0.000000,521.642329,182.423492,0.000000,43.230738,187.475937,-16.785624,0.000000,-13.784859,21.720486
0.483389,90.039861,0.000000,522.414094,182.123372,0.000000,42.984183,187.127129,-16.741160,0.000000,-13.758196,21.669204
0.501292,93.297787,0.000000,523.181448,181.824047,0.000000,42.738104,186.779361,-16.696822,0.000000,-13.731621,21.618078
0.519195,96.550361,0.000000,523.944401,181.525515,0.000000,42.492500,186.432629,-16.652610,0.000000,-13.705135,21.567108
0.537099,99.797597,0.000000,524.702962,181.227774,0.000000,42.247370,186.086932,-16.608523,0.000000,-13.678738,21.516294
0.555002,103.039510,0.000000,525.457138,180.930820,0.000000,42.002711,185.742266,-16.564562,0.000000,-13.652428,21.465635
0.572905,106.276114,0.000000,526.206937,180.634653,0.000000,41.758522,185.398630,-16.520725,0.000000,-13.626207,21.415132
0.590808,109.507422,0.000000,526.952370,180.339269,0.000000,41.514803,185.056021,-16.477014,0.000000,-13.600073,21.364784
0.608712,112.733449,0.000000,527.693443,180.044667,0.000000,41.271550,184.714436,-16.433428,0.000000,-13.574027,21.314590
0.626615,115.954208,0.000000,528.430165,179.750844,0.000000,41.028763,184.373873,-16.389967,0.000000,-13.548068,21.264552
0.644518,119.169714,0.000000,529.162545,179.457798,0.000000,40.786440,184.034330,-16.346631,0.000000,-13.522196,21.214668
0.662422,122.379981,0.000000,529.890590,179.165526,0.000000,40.544579,183.695805,-16.303420,0.000000,-13.496411,21.164939
0.680325,125.585021,0.000000,530.614310,178.874027,0.000000,40.303179,183.358294,-16.260334,0.000000,-13.470713,21.115364
0.698228,128.784850,0.000000,531.333712,178.583299,0.000000,40.062238,183.021795,-16.217373,0.000000,-13.445102,21.065943
0.716131,131.979481,0.000000,532.048804,178.293338,0.000000,39.821755,182.686307,-16.174536,0.000000,-13.419577,21.016675
0.734035,135.168927,0.000000,532.759595,178.004143,0.000000,39.581729,182.351826,-16.131823,0.000000,-13.394138,20.967562
0.751938,138.353203,0.000000,533.466092,177.715712,0.000000,39.342157,182.018350,-16.089235,0.000000,-13.368785,20.918602
0.769841,141.532322,0.000000,534.168305,177.428042,0.000000,39.103038,181.685877,-16.046771,0.000000,-13.343518,20.869795
0.787744,144.706297,0.000000,534.866241,177.141132,0.000000,38.864371,181.354404,-16.004431,0.000000,-13.318337,20.821141
0.805648,147.875142,0.000000,535.559907,176.854978,0.000000,38.626154,181.023929,-15.962216,0.000000,-13.293241,20.772640
0.823551,151.038871,0.000000,536.249313,176.569579,0.000000,38.388385,180.694450,-15.920124,0.000000,-13.268230,20.724292
0.841454,154.197497,0.000000,536.934466,176.284932,0.000000,38.151063,180.365964,-15.878156,0.000000,-13.243304,20.676096
0.859358,157.351034,0.000000,537.615375,176.001036,0.000000,37.914187,180.038469,-15.836312,0.000000,-13.218462,20.628052
0.877261,160.499495,0.000000,538.292046,175.717887,0.000000,37.677755,179.711962,-15.794591,0.000000,-13.193706,20.580160
0.895164,163.642893,0.000000,538.964488,175.435485,0.000000,37.441765,179.386441,-15.752994,0.000000,-13.169033,20.532419
0.913067,166.781242,0.000000,539.632710,175.153826,0.000000,37.206217,179.061904,-15.711520,0.000000,-13.144445,20.484831
0.930971,169.914555,0.000000,540.296718,174.872909,0.000000,36.971107,178.738348,-15.670169,0.000000,-13.119940,20.437393
0.948874,173.042845,0.000000,540.956521,174.592730,0.000000,36.736436,178.415771,-15.628941,0.000000,-13.095519,20.390106
0.966777,176.166125,0.000000,541.612126,174.313289,0.000000,36.502201,178.094170,-15.587836,0.000000,-13.071182,20.342970
0.984681,179.284410,0.000000,542.263542,174.034583,0.000000,36.268401,177.773544,-15.546854,0.000000,-13.046928,20.295984
1.002584,182.397711,0.000000,542.910776,173.756609,0.000000,36.035035,177.453889,-15.505994,0.000000,-13.022757,20.249149
1.020487,185.506042,0.000000,543.553835,173.479365,0.000000,35.802101,177.135204,-15.465256,0.000000,-12.998669,20.202464
1.038390,188.609416,0.000000,544.192729,173.202850,0.000000,35.569597,176.817487,-15.424641,0.000000,-12.974663,20.155928
1.056294,191.707846,0.000000,544.827463,172.927061,0.000000,35.337522,176.500734,-15.384148,0.000000,-12.950740,20.109542
1.074197,194.801345,0.000000,545.458047,172.651996,0.000000,35.105875,176.184943,-15.343777,0.000000,-12.926898,20.063304
1.092100,197.889926,0.000000,546.084487,172.377653,0.000000,34.874654,175.870113,-15.303527,0.000000,-12.903139,20.017216
1.110004,200.973601,0.000000,546.706791,172.104029,0.000000,34.643857,175.556240,-15.263399,0.000000,-12.879462,19.971276
1.127907,204.052384,0.000000,547.324967,171.831122,0.000000,34.413484,175.243323,-15.223393,0.000000,-12.855865,19.925485
1.145810,207.126288,0.000000,547.939022,171.558930,0.000000,34.183532,174.931359,-15.183507,0.000000,-12.832351,19.879842
1.163713,210.195325,0.000000,548.548964,171.287452,0.000000,33.954001,174.620346,-15.143743,0.000000,-12.808917,19.834347
1.181617,213.259508,0.000000,549.154801,171.016684,0.000000,33.724889,174.310282,-15.104100,0.000000,-12.785564,19.788999
1.199520,216.318850,0.000000,549.756539,170.746625,0.000000,33.496193,174.001164,-15.064577,0.000000,-12.762291,19.743798
1.217423,219.373363,0.000000,550.354187,170.477273,0.000000,33.267914,173.692990,-15.025175,0.000000,-12.739099,19.698744
1.235327,222.423060,0.000000,550.947752,170.208625,0.000000,33.040049,173.385757,-14.985893,0.000000,-12.715987,19.653837
