time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,speed_m_s,ax_m_s2,ay_m_s2,az_m_s2,a_mag_m_s2
0.000000,0.000000,0.000000,500.000000,277.308600,0.000000,30.697532,279.002506,-29.436605,0.000000,-13.065576,32.205947
0.011383,3.154586,0.000000,500.348572,276.973762,0.000000,30.548905,278.653370,-29.396756,0.000000,-13.049324,32.162931
0.022765,6.305362,0.000000,500.695452,276.639377,0.000000,30.400462,278.304749,-29.356890,0.000000,-13.033088,32.119906
0.034148,9.452336,0.000000,501.040645,276.305447,0.000000,30.252204,277.956644,-29.317008,0.000000,-13.016868,32.076874
0.045530,12.595510,0.000000,501.384150,275.971970,0.000000,30.104130,277.609054,-29.277112,0.000000,-13.000665,32.033835
0.056913,15.734892,0.000000,501.725972,275.638948,0.000000,29.956241,277.261981,-29.237201,0.000000,-12.984478,31.990789
0.068296,18.870486,0.000000,502.066111,275.306380,0.000000,29.808536,276.915423,-29.197276,0.000000,-12.968307,31.947738
0.079678,22.002296,0.000000,502.404569,274.974266,0.000000,29.661015,276.569382,-29.157339,0.000000,-12.952153,31.904681
0.091061,25.130329,0.000000,502.741350,274.642607,0.000000,29.513678,276.223857,-29.117388,0.000000,-12.936016,31.861620
0.102443,28.254589,0.000000,503.076455,274.311403,0.000000,29.366524,275.878848,-29.077426,0.000000,-12.919896,31.818555
0.113826,31.375082,0.000000,503.409885,273.980654,0.000000,29.219554,275.534356,-29.037453,0.000000,-12.903793,31.775487
0.125209,34.491813,0.000000,503.741644,273.650360,0.000000,29.072767,275.190380,-28.997469,0.000000,-12.887707,31.732416
0.136591,37.604787,0.000000,504.071733,273.320521,0.000000,28.926163,274.846922,-28.957475,0.000000,-12.871639,31.689343
0.147974,40.714009,0.000000,504.400154,272.991138,0.000000,28.779741,274.503980,-28.917471,0.000000,-12.855587,31.646268
0.159356,43.819484,0.000000,504.726910,272.662210,0.000000,28.633503,274.161555,-28.877459,0.000000,-12.839554,31.603192
0.170739,46.921218,0.000000,505.052002,272.333737,0.000000,28.487447,273.819647,-28.837438,0.000000,-12.823538,31.560116
0.182122,50.019215,0.000000,505.375433,272.005720,0.000000,28.341572,273.478256,-28.797409,0.000000,-12.807539,31.517041
0.193504,53.113482,0.000000,505.697204,271.678158,0.000000,28.195880,273.137382,-28.757374,0.000000,-12.791559,31.473966
0.204887,56.204022,0.000000,506.017318,271.351053,0.000000,28.050370,272.797025,-28.717331,0.000000,-12.775596,31.430892
0.216269,59.290842,0.000000,506.335777,271.024403,0.000000,27.905041,272.457186,-28.677283,0.000000,-12.759652,31.387821
0.227652,62.373946,0.000000,506.652582,270.698209,0.000000,27.759894,272.117864,-28.637229,0.000000,-12.743726,31.344751
0.239035,65.453340,0.000000,506.967737,270.372471,0.000000,27.614928,271.779060,-28.597171,0.000000,-12.727818,31.301686
0.250417,68.529029,0.000000,507.281242,270.047189,0.000000,27.470143,271.440773,-28.557108,0.000000,-12.711929,31.258623
0.261800,71.601018,0.000000,507.593101,269.722363,0.000000,27.325538,271.103003,-28.517041,0.000000,-12.696058,31.215565
0.273182,74.669312,0.000000,507.903314,269.397993,0.000000,27.181115,270.765751,-28.476971,0.000000,-12.680206,31.172512
0.284565,77.733917,0.000000,508.211885,269.074079,0.000000,27.036871,270.429016,-28.436898,0.000000,-12.664372,31.129464
0.295947,80.794837,0.000000,508.518814,268.750622,0.000000,26.892808,270.092798,-28.396824,0.000000,-12.648557,31.086421
0.307330,83.852078,0.000000,508.824105,268.427620,0.000000,26.748924,269.757099,-28.356747,0.000000,-12.632762,31.043386
0.318713,86.905644,0.000000,509.127759,268.105075,0.000000,26.605220,269.421916,-28.316670,0.000000,-12.616985,31.000357
0.330095,89.955543,0.000000,509.429779,267.782986,0.000000,26.461696,269.087251,-28.276592,0.000000,-12.601228,30.957335
0.341478,93.001777,0.000000,509.730166,267.461353,0.000000,26.318351,268.753104,-28.236515,0.000000,-12.585489,30.914322
0.352860,96.044353,0.000000,510.028922,267.140176,0.000000,26.175185,268.419474,-28.196437,0.000000,-12.569770,30.871317
0.364243,99.083276,0.000000,510.326049,266.819456,0.000000,26.032198,268.086361,-28.156361,0.000000,-12.554071,30.828321
0.375626,102.118551,0.000000,510.621550,266.499191,0.000000,25.889389,267.753766,-28.116287,0.000000,-12.538391,30.785335
0.387008,105.150183,0.000000,510.915427,266.179383,0.000000,25.746759,267.421688,-28.076214,0.000000,-12.522731,30.742358
0.398391,108.178177,0.000000,511.207681,265.860031,0.000000,25.604307,267.090128,-28.036145,0.000000,-12.507090,30.699393
0.409773,111.202539,0.000000,511.498314,265.541135,0.000000,25.462032,266.759085,-27.996078,0.000000,-12.491469,30.656438
0.421156,114.223274,0.000000,511.787330,265.222695,0.000000,25.319936,266.428559,-27.956015,0.000000,-12.475869,30.613495
0.432539,117.240386,0.000000,512.074728,264.904711,0.000000,25.178017,266.098550,-27.915956,0.000000,-12.460288,30.570564
0.443921,120.253882,0.000000,512.360513,264.587183,0.000000,25.036275,265.769058,-27.875902,0.000000,-12.444727,30.527646
0.455304,123.263766,0.000000,512.644685,264.270110,0.000000,24.894710,265.440083,-27.835853,0.000000,-12.429186,30.484741
0.466686,126.270043,0.000000,512.927246,263.953494,0.000000,24.753322,265.111625,-27.795810,0.000000,-12.413666,30.441849
0.478069,129.272719,0.000000,513.208199,263.637333,0.000000,24.612110,264.783684,-27.755773,0.000000,-12.398166,30.398971
0.489452,132.271799,0.000000,513.487546,263.321629,0.000000,24.471075,264.456260,-27.715742,0.000000,-12.382687,30.356108
0.500834,135.267288,0.000000,513.765289,263.006379,0.000000,24.330216,264.129353,-27.675719,0.000000,-12.367228,30.313260
0.512217,138.259191,0.000000,514.041429,262.691585,0.000000,24.189533,263.802962,-27.635703,0.000000,-12.351789,30.270428
0.523599,141.247514,0.000000,514.315969,262.377247,0.000000,24.049025,263.477087,-27.595696,0.000000,-12.336372,30.227611
0.534982,144.232261,0.000000,514.588910,262.063364,0.000000,23.908693,263.151729,-27.555696,0.000000,-12.320975,30.184811
0.546365,147.213438,0.000000,514.860255,261.749936,0.000000,23.768536,262.826887,-27.515706,0.000000,-12.305599,30.142028
0.557747,150.191050,0.000000,515.130006,261.436964,0.000000,23.628554,262.502561,-27.475726,0.000000,-12.290244,30.099262
0.569130,153.165103,0.000000,515.398165,261.124446,0.000000,23.488746,262.178751,-27.435755,0.000000,-12.274909,30.056514
0.580512,156.135600,0.000000,515.664733,260.812384,0.000000,23.349113,261.855457,-27.395795,0.000000,-12.259596,30.013785
0.591895,159.102548,0.000000,515.929712,260.500776,0.000000,23.209654,261.532679,-27.355845,0.000000,-12.244304,29.971074
0.603278,162.065952,0.000000,516.193105,260.189622,0.000000,23.070369,261.210416,-27.315907,0.000000,-12.229034,29.928382
0.614660,165.025816,0.000000,516.454914,259.878924,0.000000,22.931257,260.888669,-27.275981,0.000000,-12.213784,29.885710
0.626043,167.982147,0.000000,516.715141,259.568679,0.000000,22.792320,260.567437,-27.236066,0.000000,-12.198556,29.843058
0.637425,170.934949,0.000000,516.973786,259.258889,0.000000,22.653555,260.246720,-27.196165,0.000000,-12.183350,29.800426
0.648808,173.884227,0.000000,517.230854,258.949554,0.000000,22.514963,259.926518,-27.156276,0.000000,-12.168165,29.757816
