distance,wind_magnitude,wind_direction,muzzle_velocity,elevation,azimuth,error
1000,0.0,0,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,0,144.58051837206386,24.940947823279753,8.717883757455669e-07,1.5095740175619442e-05
1000,5.0,0,143.40169514712966,24.992968334679922,4.711777667457433e-07,1.0590734842422967e-05
1000,7.5,0,142.51535810178677,24.876756382703288,-2.847448791642986e-07,5.147200062849599e-06
1000,10.0,0,141.263240432378,24.984685155218944,1.1522279011733254e-06,1.978274502475814e-05
1000,0.0,30,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,30,144.7199482721364,24.947181480575853,-0.23769788777084416,3.4254331234576464e-05
1000,5.0,30,143.74915633603302,24.964537245269167,-0.47153342434464585,1.671391258755019e-05
1000,7.5,30,194.0070142275426,10.939634138923433,-0.35092252584130174,2.0845643255340278e-05
1000,10.0,30,191.91944579133994,11.131900074658157,-0.47159915853201306,2.8328388779317584e-06
1000,0.0,60,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,60,145.08869202167116,24.971765242502265,-0.41360057961500396,2.582400962859166e-05
1000,5.0,60,144.72429916942886,24.867842712965885,-0.8203794898260164,2.4567802791201097e-05
1000,7.5,60,144.55222555762174,24.661269345307137,-1.2161876074117746,7.864193287247252e-06
1000,10.0,60,143.87341933286493,24.77091655385582,-1.620991362506632,8.361565413482949e-06
1000,0.0,90,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,90,145.69422749467276,24.940297466132126,-0.47936735625049326,1.937304803587282e-05
1000,5.0,90,194.50886957154617,11.142717539863682,-0.4835737901089824,1.5558911107475953e-05
1000,7.5,90,145.74610637613418,24.94990783222955,-1.4404103735426912,3.112542411912564e-05
1000,10.0,90,194.5053200139204,11.14960761115925,-0.96842978935845,1.739471861406396e-05
1000,0.0,120,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,120,146.18854713070598,24.978859714447776,-0.4176504463285148,3.215067825267099e-05
1000,5.0,120,146.8228772327629,24.94174184687189,-0.8382261771274466,1.6132779878566424e-05
1000,7.5,120,147.48219407457884,24.89758940091402,-1.2614742695656733,9.320791223480188e-06
1000,10.0,120,149.07029963145558,24.267533465650985,-1.651420656780647,3.2437314907166425e-05
1000,0.0,150,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,150,146.57562334801958,24.99066732865796,-0.24201623542408957,2.253277542037915e-05
1000,5.0,150,148.2037704431837,24.567694818811205,-0.4802578715703817,1.5508438159395798e-05
1000,7.5,150,193.167607556401,11.632804276951624,-0.3821760358096861,1.672040888830592e-05
1000,10.0,150,150.0433843344752,24.70650149715566,-0.9802124230347876,1.1826792288923392e-05
1000,0.0,180,145.6089667587112,24.989359799830737,2.5235407687041023e-07,8.756046427268468e-06
1000,2.5,180,146.72448440599328,24.990183056028318,-2.2313583563274288e-07,6.902864674448254e-06
1000,5.0,180,148.33227535241897,24.67627845538129,-9.630852609524778e-07,1.855722285045108e-05
1000,7.5,180,149.03172824828488,24.992530093817503,7.715787281255818e-07,1.4020743405406776e-05
1000,10.0,180,193.73945933230308,11.724270940981883,1.2831928731144438e-06,2.2813091195826017e-05
1100,0.0,0,155.82033852121458,24.8038016920567,6.466238757257898e-07,1.2525006960143143e-05
1100,2.5,0,154.76946264108253,24.71782477736556,3.11143764361095e-07,6.012428701618973e-06
1100,5.0,0,153.19628025917044,24.965233800404548,1.0212138187101152e-06,2.0615940058707447e-05
1100,7.5,0,152.00040026034748,24.994803528332184,-7.449123690132987e-07,1.4261983797247576e-05
1100,10.0,0,150.87183365399434,24.99068176986667,1.4195131934585763e-06,2.6594826920449565e-05
1100,0.0,30,155.82033852121458,24.8038016920567,6.466238757257898e-07,1.2525006960143143e-05
1100,2.5,30,154.99431993732352,24.679128413671936,-0.2399389141592726,1.1183279482051112e-05
1100,5.0,30,195.1370860172616,12.635858753703817,-0.27009229685680314,1.313019305554917e-05
1100,7.5,30,153.40354065297183,24.465853101349527,-0.7034939073426146,5.316051068004515e-05
1100,10.0,30,151.61464239238026,24.93342919262917,-0.9459921804822462,4.181702759383575e-05
1100,0.0,60,155.82033852121458,24.8038016920567,6.466238757257898e-07,1.2525006960143143e-05
1100,2.5,60,195.36846045956574,12.775467935804734,-0.23801800679551383,8.944016586732997e-06
1100,5.0,60,154.95310323145935,24.62486437398258,-0.8288851780754148,1.6252711832459557e-05
1100,7.5,60,154.8670385349248,24.359639710517055,-1.2266308447681797,1.2813655070856098e-05
1100,10.0,60,195.44228912772584,12.55867683496366,-0.9300377662809319,2.333441444948211e-05
1100,0.0,90,155.82033852121458,24.8038016920567,6.466238757257898e-07,1.2525006960143143e-05
1100,2.5,90,195.74171622988763,12.789258035794536,-0.2760380833833473,9.947616908757051e-06
1100,5.0,90,155.98427015390706,24.72613476858962,-0.9692358259428316,4.506724684311691e-06
1100,7.5,90,156.15999924683538,24.647210747396304,-1.4506890921345685,9.482143838476738e-06
1100,10.0,90,156.2992040295163,24.60125074691193,-1.9328912196740846,6.655101142360551e-06
1100,0.0,120,155.82033852121458,24.8038016920567,6.466238757257898e-07,1.2525006960143143e-05
1100,2.5,120,156.12743764128254,24.998731822423732,-0.42552450991148844,1.0574407316189211e-05
1100,5.0,120,195.85375416346574,12.924856528438145,-0.4856213215889636,1.9677167801312147e-05
1100,7.5,120,157.7409868742047,24.81517324086735,-1.2801179623860528,3.333212720323459e-05
