time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,speed_m_s,ax_m_s2,ay_m_s2,az_m_s2,a_mag_m_s2
0.000000,0.000000,0.000000,500.000000,89.877962,0.000000,286.395885,300.167704,-9.576015,0.000000,-40.320947,41.442476
0.074458,6.665665,0.000000,521.213009,89.167726,0.000000,283.405397,297.101838,-9.501225,0.000000,-40.005128,41.117923
0.148916,13.278655,0.000000,542.204231,88.463111,0.000000,280.438570,294.060391,-9.425032,0.000000,-39.685470,40.789309
0.223374,19.839394,0.000000,562.975438,87.764219,0.000000,277.495675,291.043652,-9.347541,0.000000,-39.362350,40.457029
0.297832,26.348310,0.000000,583.528421,87.071141,0.000000,274.576956,288.051885,-9.268856,0.000000,-39.036136,40.121461
0.372290,32.805840,0.000000,603.864990,86.383963,0.000000,271.682631,285.085323,-9.189076,0.000000,-38.707182,39.782974
0.446748,39.212426,0.000000,623.986966,85.702764,0.000000,268.812891,282.144172,-9.108297,0.000000,-38.375831,39.441925
0.521207,45.568517,0.000000,643.896188,85.027613,0.000000,265.967901,279.228615,-9.026615,0.000000,-38.042414,39.098658
0.595665,51.874564,0.000000,663.594503,84.358575,0.000000,263.147804,276.338806,-8.944120,0.000000,-37.707251,38.753504
0.670123,58.131025,0.000000,683.083769,83.695707,0.000000,260.352718,273.474878,-8.860899,0.000000,-37.370648,38.406782
0.744581,64.338362,0.000000,702.365853,83.039060,0.000000,257.582739,270.636939,-8.777037,0.000000,-37.032901,38.058798
0.819039,70.497039,0.000000,721.442627,82.388678,0.000000,254.837942,267.825075,-8.692616,0.000000,-36.694291,37.709847
0.893497,76.607524,0.000000,740.315967,81.744601,0.000000,252.118381,265.039351,-8.607714,0.000000,-36.355089,37.360210
0.967955,82.670288,0.000000,758.987755,81.106861,0.000000,249.424090,262.279811,-8.522407,0.000000,-36.015556,37.010157
1.042413,88.685804,0.000000,777.459873,80.475485,0.000000,246.755084,259.546480,-8.436768,0.000000,-35.675939,36.659946
1.116871,94.654547,0.000000,795.734202,79.850496,0.000000,244.111362,256.839364,-8.350865,0.000000,-35.336472,36.309823
1.191329,100.576992,0.000000,813.812626,79.231911,0.000000,241.492903,254.158451,-8.264765,0.000000,-34.997383,35.960022
1.265787,106.453618,0.000000,831.697025,78.619742,0.000000,238.899672,251.503712,-8.178532,0.000000,-34.658883,35.610765
1.340245,112.284902,0.000000,849.389273,78.013997,0.000000,236.331616,248.875102,-8.092226,0.000000,-34.321177,35.262265
1.414704,118.071323,0.000000,866.891245,77.414679,0.000000,233.788669,246.272561,-8.005906,0.000000,-33.984456,34.914722
1.489162,123.813358,0.000000,884.204806,76.821788,0.000000,231.270752,243.696015,-7.919625,0.000000,-33.648904,34.568326
1.563620,129.511488,0.000000,901.331816,76.235317,0.000000,228.777770,241.145375,-7.833437,0.000000,-33.314691,34.223257
1.638078,135.166188,0.000000,918.274129,75.655259,0.000000,226.309619,238.620539,-7.747391,0.000000,-32.981980,33.879685
1.712536,140.777937,0.000000,935.033589,75.081601,0.000000,223.866180,236.121395,-7.661534,0.000000,-32.650924,33.537768
1.786994,146.347210,0.000000,951.612031,74.514327,0.000000,221.447324,233.647817,-7.575911,0.000000,-32.321666,33.197658
1.861452,151.874483,0.000000,968.011281,73.953418,0.000000,219.052913,231.199669,-7.490564,0.000000,-31.994342,32.859496
1.935910,157.360227,0.000000,984.233153,73.398853,0.000000,216.682798,228.776805,-7.405532,0.000000,-31.669077,32.523412
2.010368,162.804915,0.000000,1000.279450,72.850606,0.000000,214.336822,226.379071,-7.320853,0.000000,-31.345990,32.189532
