time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,speed_m_s,ax_m_s2,ay_m_s2,az_m_s2,a_mag_m_s2
0.000000,0.000000,0.000000,500.000000,149.990713,0.000000,69.874096,165.467831,-12.839666,0.000000,-15.788437,20.350228
0.024383,3.653402,0.000000,501.699047,149.678229,0.000000,69.489649,165.022373,-12.791687,0.000000,-15.745672,20.286780
0.048766,7.299200,0.000000,503.388732,149.366913,0.000000,69.106242,164.578697,-12.743911,0.000000,-15.703110,20.223623
0.073149,10.937421,0.000000,505.069082,149.056760,0.000000,68.723871,164.136797,-12.696335,0.000000,-15.660752,20.160756
0.097532,14.568093,0.000000,506.740121,148.747764,0.000000,68.342530,163.696667,-12.648961,0.000000,-15.618597,20.098179
0.121915,18.191245,0.000000,508.401874,148.439920,0.000000,67.962215,163.258300,-12.601788,0.000000,-15.576643,20.035890
0.146298,21.806905,0.000000,510.054366,148.133225,0.000000,67.582920,162.821692,-12.554815,0.000000,-15.534891,19.973888
0.170681,25.415101,0.000000,511.697622,147.827672,0.000000,67.204641,162.386836,-12.508041,0.000000,-15.493340,19.912174
0.195064,29.015861,0.000000,513.331667,147.523258,0.000000,66.827372,161.953726,-12.461467,0.000000,-15.451988,19.850745
0.219446,32.609212,0.000000,514.956526,147.219976,0.000000,66.451109,161.522356,-12.415091,0.000000,-15.410836,19.789602
0.243829,36.195182,0.000000,516.572222,146.917823,0.000000,66.075848,161.092720,-12.368914,0.000000,-15.369882,19.728743
0.268212,39.773798,0.000000,518.178781,146.616794,0.000000,65.701582,160.664813,-12.322934,0.000000,-15.329125,19.668167
0.292595,43.345087,0.000000,519.776226,146.316883,0.000000,65.328308,160.238628,-12.277152,0.000000,-15.288565,19.607873
0.316978,46.909078,0.000000,521.364581,146.018086,0.000000,64.956020,159.814161,-12.231566,0.000000,-15.248202,19.547861
0.341361,50.465797,0.000000,522.943871,145.720398,0.000000,64.584714,159.391404,-12.186177,0.000000,-15.208034,19.488130
0.365744,54.015270,0.000000,524.514119,145.423815,0.000000,64.214385,158.970353,-12.140984,0.000000,-15.168060,19.428678
0.390127,57.557526,0.000000,526.075350,145.128331,0.000000,63.845029,158.551002,-12.095986,0.000000,-15.128281,19.369506
0.414510,61.092590,0.000000,527.627586,144.833942,0.000000,63.476640,158.133344,-12.051183,0.000000,-15.088694,19.310611
0.438893,64.620489,0.000000,529.170852,144.540643,0.000000,63.109214,157.717375,-12.006574,0.000000,-15.049300,19.251994
0.463276,68.141250,0.000000,530.705170,144.248429,0.000000,62.742746,157.303088,-11.962159,0.000000,-15.010098,19.193652
0.487659,71.654899,0.000000,532.230565,143.957296,0.000000,62.377232,156.890478,-11.917937,0.000000,-14.971086,19.135586
0.512042,75.161463,0.000000,533.747058,143.667239,0.000000,62.012666,156.479540,-11.873907,0.000000,-14.932265,19.077794
0.536425,78.660967,0.000000,535.254675,143.378253,0.000000,61.649045,156.070267,-11.830070,0.000000,-14.893633,19.020275
0.560808,82.153438,0.000000,536.753436,143.090334,0.000000,61.286364,155.662654,-11.786425,0.000000,-14.855189,18.963029
0.585191,85.638901,0.000000,538.243365,142.803476,0.000000,60.924617,155.256696,-11.742970,0.000000,-14.816934,18.906054
