time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,speed_m_s,ax_m_s2,ay_m_s2,az_m_s2,a_mag_m_s2
0.000000,0.000000,0.000000,500.000000,90.197577,0.000000,330.075822,342.177806,-9.391936,0.000000,-44.176559,45.163889
0.082225,7.384810,0.000000,526.991472,89.427189,0.000000,326.453672,338.480756,-9.346022,0.000000,-43.924623,44.907913
0.164450,14.706433,0.000000,553.685978,88.660711,0.000000,322.852729,334.805326,-9.296831,0.000000,-43.660861,44.639689
0.246675,21.965203,0.000000,580.085300,87.898408,0.000000,319.273938,331.152499,-9.244521,0.000000,-43.385930,44.359893
0.328901,29.161472,0.000000,606.191297,87.140528,0.000000,315.718189,327.523200,-9.189245,0.000000,-43.100482,44.069193
0.411126,36.295614,0.000000,632.005899,86.387311,0.000000,312.186322,323.918303,-9.131158,0.000000,-42.805162,43.768253
0.493351,43.368023,0.000000,657.531100,85.638980,0.000000,308.679122,320.338626,-9.070413,0.000000,-42.500606,43.457726
0.575576,50.379108,0.000000,682.768962,84.895748,0.000000,305.197322,316.784932,-9.007162,0.000000,-42.187441,43.138256
0.657801,57.329297,0.000000,707.721599,84.157814,0.000000,301.741605,313.257935,-8.941555,0.000000,-41.866281,42.810476
0.740026,64.219034,0.000000,732.391184,83.425367,0.000000,298.312603,309.758294,-8.873738,0.000000,-41.537730,42.475007
0.822251,71.048777,0.000000,756.779938,82.698582,0.000000,294.910900,306.286621,-8.803856,0.000000,-41.202376,42.132453
0.904477,77.818999,0.000000,780.890127,81.977623,0.000000,291.537031,302.843477,-8.732051,0.000000,-40.860793,41.783407
0.986702,84.530184,0.000000,804.724060,81.262643,0.000000,288.191486,299.429374,-8.658461,0.000000,-40.513542,41.428445
1.068927,91.182831,0.000000,828.284085,80.553782,0.000000,284.874709,296.044780,-8.583222,0.000000,-40.161165,41.068124
1.151152,97.777447,0.000000,851.572584,79.851171,0.000000,281.587098,292.690115,-8.506464,0.000000,-39.804188,40.702989
1.233377,104.314552,0.000000,874.591970,79.154930,0.000000,278.329011,289.365757,-8.428317,0.000000,-39.443121,40.333563
1.315602,110.794675,0.000000,897.344685,78.465167,0.000000,275.100764,286.072042,-8.348903,0.000000,-39.078455,39.960353
1.397827,117.218351,0.000000,919.833193,77.781982,0.000000,271.902634,282.809263,-8.268343,0.000000,-38.710664,39.583848
1.480052,123.586126,0.000000,942.059980,77.105464,0.000000,268.734858,279.577675,-8.186753,0.000000,-38.340205,39.204518
1.562278,129.898551,0.000000,964.027552,76.435693,0.000000,265.597638,276.377496,-8.104245,0.000000,-37.967514,38.822814
1.644503,136.156184,0.000000,985.738427,75.772741,0.000000,262.491140,273.208906,-8.020927,0.000000,-37.593012,38.439170
1.726728,142.359588,0.000000,1007.195138,75.116669,0.000000,259.415495,270.072052,-7.936902,0.000000,-37.217099,38.053999
1.808953,148.509331,0.000000,1028.400226,74.467532,0.000000,256.370805,266.967045,-7.852270,0.000000,-36.840160,37.667699
1.891178,154.605985,0.000000,1049.356238,73.825375,0.000000,253.357139,263.893967,-7.767125,0.000000,-36.462560,37.280645
1.973403,160.650127,0.000000,1070.065729,73.190237,0.000000,250.374536,260.852869,-7.681561,0.000000,-36.084646,36.893198
2.055628,166.642333,0.000000,1090.531252,72.562149,0.000000,247.423008,257.843772,-7.595662,0.000000,-35.706750,36.505699
2.137854,172.583186,0.000000,1110.755362,71.941135,0.000000,244.502542,254.866671,-7.509513,0.000000,-35.329185,36.118473
2.220079,178.473267,0.000000,1130.740613,71.327213,0.000000,241.613097,251.921535,-7.423192,0.000000,-34.952247,35.731825
2.302304,184.313161,0.000000,1150.489552,70.720392,0.000000,238.754610,249.008309,-7.336775,0.000000,-34.576217,35.346047
2.384529,190.103450,0.000000,1170.004721,70.120679,0.000000,235.926996,246.126913,-7.250332,0.000000,-34.201360,34.961412
2.466754,195.844720,0.000000,1189.288655,69.528072,0.000000,233.130148,243.277247,-7.163932,0.000000,-33.827924,34.578177
2.548979,201.537555,0.000000,1208.343878,68.942565,0.000000,230.363940,240.459190,-7.077638,0.000000,-33.456143,34.196585
2.631204,207.182539,0.000000,1227.172904,68.364148,0.000000,227.628225,237.672602,-6.991510,0.000000,-33.086236,33.816863
2.713430,212.780252,0.000000,1245.778234,67.792803,0.000000,224.922842,234.917324,-6.905606,0.000000,-32.718408,33.439223
2.795655,218.331277,0.000000,1264.162354,67.228511,0.000000,222.247612,232.193182,-6.819979,0.000000,-32.352851,33.063863
2.877880,223.836192,0.000000,1282.327736,66.671247,0.000000,219.602340,229.499984,-6.734678,0.000000,-31.989742,32.690969
2.960105,229.295574,0.000000,1300.276835,66.120981,0.000000,216.986818,226.837526,-6.649751,0.000000,-31.629247,32.320712
3.042330,234.709997,0.000000,1318.012088,65.577682,0.000000,214.400825,224.205589,-6.565242,0.000000,-31.271519,31.953251
3.124555,240.080032,0.000000,1335.535913,65.041313,0.000000,211.844128,221.603942,-6.481192,0.000000,-30.916699,31.588734
3.206780,245.406248,0.000000,1352.850710,64.511835,0.000000,209.316482,219.032341,-6.397639,0.000000,-30.564918,31.227296
3.289006,250.689209,0.000000,1369.958856,63.989205,0.000000,206.817633,216.490534,-6.314619,0.000000,-30.216295,30.869060
3.371231,255.929477,0.000000,1386.862709,63.473378,0.000000,204.347315,213.978258,-6.232164,0.000000,-29.870938,30.514141
3.453456,261.127609,0.000000,1403.564603,62.964307,0.000000,201.905256,211.495240,-6.150305,0.000000,-29.528948,30.162643
3.535681,266.284158,0.000000,1420.066851,62.461942,0.000000,199.491176,209.041201,-6.069069,0.000000,-29.190415,29.814659
3.617906,271.399675,0.000000,1436.371741,61.966229,0.000000,197.104788,206.615853,-5.988483,0.000000,-28.855418,29.470275
3.700131,276.474703,0.000000,1452.481539,61.477116,0.000000,194.745796,204.218904,-5.908570,0.000000,-28.524032,29.129565
3.782356,281.509783,0.000000,1468.398484,60.994544,0.000000,192.413902,201.850053,-5.829351,0.000000,-28.196319,28.792599
3.864582,286.505450,0.000000,1484.124793,60.518458,0.000000,190.108801,199.508997,-5.750846,0.000000,-27.872338,28.459435
3.946807,291.462236,0.000000,1499.662655,60.048796,0.000000,187.830185,197.195426,-5.673072,0.000000,-27.552137,28.130126
4.029032,296.380666,0.000000,1515.014236,59.585499,0.000000,185.577740,194.909028,-5.596045,0.000000,-27.235760,27.804718
4.111257,301.261260,0.000000,1530.181674,59.128504,0.000000,183.351151,192.649486,-5.519779,0.000000,-26.923242,27.483248
4.193482,306.104536,0.000000,1545.167083,58.677749,0.000000,181.150099,190.416481,-5.444286,0.000000,-26.614615,27.165750
